datetime,instrument,"Ref($close, -2) / Ref($close, -1) - 1"
2008-01-02,SH600000,1.2154358974358974
2008-01-02,SH600008,-1.3751282051282052
2008-01-02,SH600009,0.2572820512820511
2008-01-02,SH600010,-1.4638461538461538
2008-01-02,SH600011,0.39923076923076933
2008-01-02,SH600012,-0.07984615384615375
2008-01-02,SH600015,0.8428205128205128
2008-01-02,SH600016,0.5056923076923078
2008-01-02,SH600018,0.38148717948717964
2008-01-02,SH600019,-0.7541025641025642
2008-01-02,SH600026,1.0025128205128204
2008-01-02,SH600027,-0.09758974358974362
2008-01-02,SH600028,-0.22179487179487178
2008-01-02,SH600029,-1.1622051282051282
2008-01-02,SH600030,1.1976923076923076
2008-01-02,SH600031,-0.6476410256410257
2008-01-02,SH600036,0.5411794871794872
2008-01-02,SH600048,1.5348205128205128
2008-01-02,SH600050,0.23953846153846145
2008-01-02,SH600060,-1.659025641025641
2008-01-02,SH600066,-0.4702051282051283
2008-01-02,SH600068,-1.2154358974358974
2008-01-02,SH600085,0.5944102564102562
2008-01-02,SH600089,-1.6945128205128204
2008-01-02,SH600100,-1.2686666666666668
2008-01-02,SH600104,-0.6831282051282052
2008-01-02,SH600108,-0.044358974358974394
2008-01-02,SH600109,1.4815897435897436
2008-01-02,SH600115,-0.9315384615384615
2008-01-02,SH600118,0.8605641025641025
2008-01-02,SH600150,1.1267179487179486
2008-01-02,SH600153,-0.8428205128205128
2008-01-02,SH600157,1.5525641025641024
2008-01-02,SH600166,-1.3396410256410256
2008-01-02,SH600169,1.2864102564102564
2008-01-02,SH600170,-0.7718461538461537
2008-01-02,SH600177,-0.3814871794871795
2008-01-02,SH600188,0.00887179487179484
2008-01-02,SH600208,1.4993333333333334
2008-01-02,SH600221,-0.967025641025641
2008-01-02,SH600252,0.07984615384615394
2008-01-02,SH600271,-1.4283589743589742
2008-01-02,SH600277,-0.4347179487179487
2008-01-02,SH600309,-1.1089743589743588
2008-01-02,SH600315,-1.5703076923076922
2008-01-02,SH600316,1.659025641025641
2008-01-02,SH600320,-0.612153846153846
2008-01-02,SH600332,-0.8605641025641025
2008-01-02,SH600348,0.7008717948717946
2008-01-02,SH600350,-0.7895897435897437
2008-01-02,SH600352,-0.6653846153846154
2008-01-02,SH600362,1.5880512820512822
2008-01-02,SH600369,1.4106153846153846
2008-01-02,SH600489,1.73
2008-01-02,SH600497,1.233179487179487
2008-01-02,SH600516,-1.0202564102564102
2008-01-02,SH600519,0.2040512820512821
2008-01-02,SH600535,-1.2509230769230768
2008-01-02,SH600547,1.6856410256410257
2008-01-02,SH600549,1.02025641025641
2008-01-02,SH600550,-1.7122564102564104
2008-01-02,SH600570,-0.45246153846153836
2008-01-02,SH600578,0.6653846153846154
2008-01-02,SH600583,-0.7186153846153845
2008-01-02,SH600585,0.6476410256410257
2008-01-02,SH600597,-1.038
2008-01-02,SH600600,1.038
2008-01-02,SH600628,-1.0025128205128204
2008-01-02,SH600633,-0.4879487179487179
